name	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
亡命驾驶	剧情/动作/犯罪	7.3	49155	58782	17285	亡命驾驶 Drive	2011	美国	英语	100	16.0%,40.8%,35.9%,6.2%,1.2%	美国,犯罪,RyanGosling,动作,2011,剧情,暴力,CareyMulligan	美国,犯罪,RyanGosling,动作,2011,剧情,暴力,CareyMulligan	http://www.imdb.com/title/tt0780504
罗密欧与朱丽叶	剧情/爱情/犯罪	7.3	46843	63451	16165	罗密欧与朱丽叶 Romeo + Juliet	1996	美国	英语	120	15.4%,38.8%,39.6%,5.4%,0.8%	爱情,美国,名著改编,1996,经典,文艺,浪漫,莱昂纳多	爱情,美国,名著改编,1996,经典,文艺,浪漫,莱昂纳多	http://www.imdb.com/title/tt0117509
20 30 40	剧情/喜剧/爱情	7.3	46104	67806	14073	20 30 40	2004	香港 / 台湾 / 日本	汉语普通话 / 粤语	113	11.4%,43.8%,41.2%,3.2%,0.3%	台湾,女性,爱情,香港,2004,台灣,剧情,文艺	台湾,女性,爱情,香港,2004,台灣,剧情,文艺	http://www.imdb.com/title/tt0397229
我11	剧情/犯罪	7.3	44855	56164	17769	我11	2012	中国大陆 / 法国	汉语普通话 / 上海话	110	11.3%,46.1%,38.5%,3.6%,0.5%	文革,文艺,大陆,青春,中国,剧情,2012,国产	文革,文艺,大陆,青春,中国,剧情,2012,国产	http://www.imdb.com/title/tt2042432
神秘拼图	剧情/悬疑/惊悚/恐怖/犯罪	7.3	41738	55036	8809	神秘拼图 The Bone Collector	1999	美国	英语	118	11.9%,47.7%,36.9%,3.2%,0.4%	悬疑,犯罪,美国,惊悚,AngelinaJolie,DenzelWashington,美国电影,剧情	悬疑,犯罪,美国,惊悚,AngelinaJolie,DenzelWashington,美国电影,剧情	http://www.imdb.com/title/tt0145681
军中乐园	剧情/爱情/历史	7.3	39828	46141	16335	军中乐园 軍中樂園	2014	台湾 / 中国大陆	汉语普通话	133	12.6%,44.3%,37.9%,4.6%,0.6%	台湾,钮承泽,台湾电影,历史,剧情,阮经天,陈意涵,2014	台湾,钮承泽,台湾电影,历史,剧情,阮经天,陈意涵,2014	http://www.imdb.com/title/tt4012914
千里走单骑	剧情	7.3	38344	54638	7417	千里走单骑	2005	中国大陆 / 香港 / 日本	汉语普通话 / 日语	107	12.0%,43.6%,40.0%,3.8%,0.6%	张艺谋,高仓健,亲情,中国电影,中国,千里走单骑,文艺,大陆	张艺谋,高仓健,亲情,中国电影,中国,千里走单骑,文艺,大陆	http://www.imdb.com/title/tt0437447
鼠来宝	剧情/喜剧/音乐/家庭/奇幻	7.3	37822	49119	5178	鼠来宝 Alvin and the Chipmunks	2007	美国	英语	92	15.3%,42.0%,37.5%,4.4%,0.8%	动画,美国,喜剧,艾尔文与花栗鼠,美国电影,动画片,电影,2007	动画,美国,喜剧,艾尔文与花栗鼠,美国电影,动画片,电影,2007	http://www.imdb.com/title/tt0952640
舞出我人生2：街舞	剧情/爱情/音乐	7.3	36532	48238	3649	舞出我人生2：街舞 Step Up 2: The Streets	2008	美国	英语 / 俄语	98	13.9%,41.1%,39.6%,4.9%,0.6%	青春,歌舞,美国,舞蹈,美国电影,2008,电影,Step	青春,歌舞,美国,舞蹈,美国电影,2008,电影,Step	http://www.imdb.com/title/tt1023481
柏林	剧情/动作/惊悚	7.3	34360	40389	12148	柏林 베를린	2013	韩国	韩语	120	12.3%,44.7%,39.0%,3.5%,0.5%	韩国,动作,谍战,特工,间谍,2013,悬疑,犯罪	韩国,动作,谍战,特工,间谍,2013,悬疑,犯罪	http://www.imdb.com/title/tt2357377
旺角黑夜	剧情/动作/爱情/犯罪	7.3	34334	47575	8676	旺角黑夜	2004	香港	粤语	110	11.8%,44.9%,39.0%,3.8%,0.5%	香港,黑帮,剧情,2004,犯罪,动作,警匪,爱情	香港,黑帮,剧情,2004,犯罪,动作,警匪,爱情	http://www.imdb.com/title/tt0430772
兔子洞	剧情/家庭	7.3	31685	40637	24939	兔子洞 Rabbit Hole	2010	美国	英语	91	11.7%,45.4%,39.4%,3.1%,0.4%	美国,家庭,剧情,2010,亲情,人性,心理,温情	美国,家庭,剧情,2010,亲情,人性,心理,温情	http://www.imdb.com/title/tt0935075
年轻的维多利亚	剧情/爱情/传记/历史	7.3	31533	38132	13384	年轻的维多利亚 The Young Victoria	2009	英国 / 美国	英语 / 德语	105	11.7%,44.2%,41.3%,2.6%,0.2%	英国,传记,英国电影,历史,维多利亚女王,皇室,爱情,年轻的维多利亚女王	英国,传记,英国电影,历史,维多利亚女王,皇室,爱情,年轻的维多利亚女王	http://www.imdb.com/title/tt0962736
冬天的骨头	剧情	7.3	29999	37856	25334	冬天的骨头 Winter's Bone	2010	美国	英语	100	12.2%,45.1%,38.0%,4.1%,0.6%	美国,剧情,女性,2010,成长,独立电影,亲情,伦理	美国,剧情,女性,2010,成长,独立电影,亲情,伦理	http://www.imdb.com/title/tt1399683
破绽	剧情/悬疑/惊悚/犯罪	7.3	28423	35639	13983	破绽 Fracture	2007	美国 / 德国	英语	113	11.5%,46.1%,38.1%,3.8%,0.5%	悬疑,犯罪,安东尼·霍普金斯,美国,美国电影,2007,惊悚,Anthony_Hopkins	悬疑,犯罪,安东尼·霍普金斯,美国,美国电影,2007,惊悚,Anthony_Hopkins	http://www.imdb.com/title/tt0488120
最终幻想15：王者之剑	剧情/科幻/动画/奇幻/冒险	7.3	25444	27551	7426	最终幻想15：王者之剑 Kingsglaive Final Fantasy XV	2016	日本	英语 / 日语	116	17.1%,39.5%,34.9%,6.9%,1.6%	CG,日本,动画,科幻,游戏改编,动作,2016,奇幻	CG,日本,动画,科幻,游戏改编,动作,2016,奇幻	http://www.imdb.com/title/tt5595168
亲爱的朋友	剧情	7.3	22810	29409	5440	亲爱的朋友 Dear Friends ディアフレンズ	2007	日本	日语	115	14.1%,41.6%,38.4%,5.0%,0.9%	北川景子,日本电影,日本,友情,青春,亲爱的朋友,电影,剧情	北川景子,日本电影,日本,友情,青春,亲爱的朋友,电影,剧情	http://www.imdb.com/title/tt1039780
无理之人	剧情	7.3	22339	26234	12545	无理之人 Irrational Man	2015	美国	英语	96	11.6%,44.7%,39.0%,4.0%,0.6%	伍迪·艾伦,美国,2015,剧情,犯罪,爱情,悬疑,人性	伍迪·艾伦,美国,2015,剧情,犯罪,爱情,悬疑,人性	http://www.imdb.com/title/tt3715320
创可贴	剧情/爱情	7.3	21880	26555	7323	创可贴 반창꼬	2012	韩国	韩语	120	14.3%,40.8%,39.4%,4.8%,0.6%	韩国,爱情,韩孝珠,高修,温情,2012,喜剧,文艺	韩国,爱情,韩孝珠,高修,温情,2012,喜剧,文艺	http://www.imdb.com/title/tt2592808
失乐园	剧情/爱情/情色	7.3	21178	31062	15364	失乐园 失楽園	1997	日本	日语	119	13.5%,43.3%,39.2%,3.4%,0.6%	日本,日本电影,情色,黑木瞳,失乐园,爱情,森田芳光,役所广司	日本,日本电影,情色,黑木瞳,失乐园,爱情,森田芳光,役所广司	http://www.imdb.com/title/tt0120120
美丽的大脚	剧情	7.3	21107	34318	1727	美丽的大脚	2002	中国大陆	汉语普通话	103	11.7%,45.9%,38.9%,3.0%,0.5%	中国电影,倪萍,大陆,袁泉,中国,教育,剧情,杨亚洲	中国电影,倪萍,大陆,袁泉,中国,教育,剧情,杨亚洲	http://www.imdb.com/title/tt0361634
坏小子	剧情/情色	7.3	20873	29433	13735	坏小子 나쁜남자	2001	韩国	韩语	100	16.3%,42.5%,34.4%,5.0%,1.8%	金基德,韩国,韩国电影,情色,伦理,坏小子,爱情,剧情	金基德,韩国,韩国电影,情色,伦理,坏小子,爱情,剧情	http://www.imdb.com/title/tt0307213
重生男人	剧情/动作/科幻/惊悚/犯罪	7.3	20814	24940	6953	重生男人 Repo Men	2010	美国 / 加拿大	英语	111	11.9%,46.5%,36.0%,4.8%,0.8%	科幻,美国,JudeLaw,裘德·洛,动作,美国电影,惊悚,2010	科幻,美国,JudeLaw,裘德·洛,动作,美国电影,惊悚,2010	http://www.imdb.com/title/tt1053424
停车	剧情	7.3	20697	27244	14838	停车 停車	2008	台湾	台语 / 粤语 / 汉语普通话	112	12.6%,47.1%,34.7%,4.8%,0.9%	台湾电影,桂纶镁,张震,台湾,戴立忍,剧情,停车,钟孟宏	台湾电影,桂纶镁,张震,台湾,戴立忍,剧情,停车,钟孟宏	http://www.imdb.com/title/tt1232827
刺杀据点	剧情/动作/惊悚/犯罪	7.3	19846	24374	6113	刺杀据点 Vantage Point	2008	美国	英语 / 西班牙语	90	11.6%,47.5%,35.8%,4.5%,0.6%	美国,悬疑,动作,美国电影,政治,剧情,犯罪,2008	美国,悬疑,动作,美国电影,政治,剧情,犯罪,2008	http://www.imdb.com/title/tt0443274
迷幻公园	剧情/悬疑/犯罪	7.3	19109	28313	19621	迷幻公园 Paranoid Park	2007	法国 / 美国	英语	85	13.8%,44.9%,36.5%,4.1%,0.6%	青春,GusVanSant,迷幻公园,美国,美国电影,独立制作,法国,Gus_Van_Sant	青春,GusVanSant,迷幻公园,美国,美国电影,独立制作,法国,Gus_Van_Sant	http://www.imdb.com/title/tt0842929
警察故事4：简单任务	剧情/喜剧/动作/惊悚/犯罪/冒险	7.3	18847	26491	800	警察故事4：简单任务 警察故事4之簡單任務	1996	香港 / 美国 / 澳大利亚 / 俄罗斯	英语 / 粤语 / 普通话	107	11.9%,42.7%,42.0%,3.1%,0.4%	成龙,动作,香港,香港电影,喜剧,唐季礼,1996,警匪	成龙,动作,香港,香港电影,喜剧,唐季礼,1996,警匪	http://www.imdb.com/title/tt0116704
罗马的房子	剧情/情色/同性	7.3	18811	24668	21168	罗马的房子 Habitación en Roma	2010	西班牙	英语 / 西班牙语 / 意大利语 / 俄语 / Basque	109	17.7%,38.3%,35.7%,6.9%,1.4%	西班牙,Les,情色,爱情,西班牙电影,同志,同性,Lesbian	西班牙,Les,情色,爱情,西班牙电影,同志,同性,Lesbian	http://www.imdb.com/title/tt1263750
泪光闪闪	剧情/爱情	7.3	18590	24459	8489	泪光闪闪 涙そうそう	2006	日本	日语	118	15.2%,38.6%,40.6%,5.0%,0.6%	日本电影,妻夫木聪,日本,长泽雅美,爱情,泪光闪闪,青春,長澤まさみ	日本电影,妻夫木聪,日本,长泽雅美,爱情,泪光闪闪,青春,長澤まさみ	http://www.imdb.com/title/tt0870944
狐狸猎手	剧情/传记/运动	7.3	18371	21579	15539	狐狸猎手 Foxcatcher	2014	美国	英语	134	11.4%,46.3%,37.2%,4.2%,0.9%	美国,传记,剧情,2014,体育,人性,运动,心理	美国,传记,剧情,2014,体育,人性,运动,心理	http://www.imdb.com/title/tt1100089
御法度	剧情/惊悚/同性/历史	7.3	18367	25108	10341	御法度	1999	日本 / 法国 / 英国	日语	100	15.7%,41.2%,37.6%,4.7%,0.8%	日本,大岛渚,北野武,日本电影,松田龙平,同志,浅野忠信,御法度	日本,大岛渚,北野武,日本电影,松田龙平,同志,浅野忠信,御法度	http://www.imdb.com/title/tt0213682
蝙蝠	剧情/爱情/恐怖/奇幻	7.3	18142	22709	11671	蝙蝠 박쥐	2009	韩国 / 美国	英语 / 韩语	133	14.9%,41.9%,35.9%,5.9%,1.4%	朴赞郁,韩国,韩国电影,吸血鬼,宋康昊,爱情,2009,惊悚	朴赞郁,韩国,韩国电影,吸血鬼,宋康昊,爱情,2009,惊悚	http://www.imdb.com/title/tt0762073
爱的捆绑	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
关于一个男孩	剧情/喜剧/爱情	7.3	17202	22277	12853	关于一个男孩 About a Boy	2002	英国 / 美国 / 法国 / 德国	英语	101	12.7%,45.6%,38.4%,3.0%,0.3%	英国,Hugh_Grant,英国电影,喜剧,剧情,HUGHGRANT,NicholasHoult,2002	英国,Hugh_Grant,英国电影,喜剧,剧情,HUGHGRANT,NicholasHoult,2002	http://www.imdb.com/title/tt0276751
无法无天	剧情/犯罪/西部	7.3	16743	20021	10139	无法无天 Lawless	2012	美国	英语	116	12.3%,44.3%,39.1%,3.7%,0.7%	美国,犯罪,黑帮,2012,西部片,剧情,历史,动作	美国,犯罪,黑帮,2012,西部片,剧情,历史,动作	http://www.imdb.com/title/tt1212450
忠爱无言	剧情	7.3	15801	16856	5934	忠爱无言	2017	中国大陆	汉语普通话	97	20.1%,36.2%,33.1%,8.1%,2.4%	狗,温情,感动,催泪,温暖,动物,治愈,中国大陆	狗,温情,感动,催泪,温暖,动物,治愈,中国大陆	http://www.imdb.com/title/tt6081412
圣诞颂歌	剧情/动画/家庭/奇幻	7.3	15405	19329	6397	圣诞颂歌 A Christmas Carol	2009	美国	英语	98	15.0%,39.8%,39.6%,5.0%,0.7%	动画,美国,JimCarrey,DISNEY,美国电影,2009,ColinFirth,3D	动画,美国,JimCarrey,DISNEY,美国电影,2009,ColinFirth,3D	http://www.imdb.com/title/tt1067106
伊丽莎白2：黄金时代	剧情/传记/历史/战争	7.3	15113	20029	9434	伊丽莎白2：黄金时代 Elizabeth: The Golden Age	2007	英国 / 法国 / 德国 / 美国	英语 / 西班牙语 / 瑞典语	114	13.0%,43.1%,39.0%,4.5%,0.4%	英国,传记,历史,女性,2007,政治,剧情,伊丽莎白	英国,传记,历史,女性,2007,政治,剧情,伊丽莎白	http://www.imdb.com/title/tt0414055
热舞甜心	剧情/爱情/音乐	7.3	15096	20313	3443	热舞甜心 Honey	2003	美国	英语	94	13.6%,40.9%,40.7%,4.3%,0.5%	舞蹈,美国,励志,青春,美国电影,Jessica_Alba,街舞,JessicaAlba	舞蹈,美国,励志,青春,美国电影,Jessica_Alba,街舞,JessicaAlba	http://www.imdb.com/title/tt0322589
滑轮女孩	剧情/喜剧/运动	7.3	14642	18144	7385	滑轮女孩 Whip It	2009	美国	英语	110	11.6%,45.8%,38.8%,3.3%,0.4%	青春,EllenPage,美国,励志,美国电影,DrewBarrymore,成长,2009	青春,EllenPage,美国,励志,美国电影,DrewBarrymore,成长,2009	http://www.imdb.com/title/tt1172233
世界	剧情	7.3	14505	21053	8302	世界	2004	中国大陆 / 日本 / 法国	汉语普通话 / 晋语 / 俄语 / 英语	143	14.0%,41.9%,38.0%,5.2%,1.0%	贾樟柯,中国电影,大陆,文艺,中国,世界,2004,电影	贾樟柯,中国电影,大陆,文艺,中国,世界,2004,电影	http://www.imdb.com/title/tt0423176
呼吸	剧情	7.3	14483	20496	13923	呼吸 숨	2007	韩国	韩语	84	13.8%,41.6%,39.2%,4.8%,0.6%	金基德,张震,韩国,韩国电影,文艺,呼吸,2007,剧情	金基德,张震,韩国,韩国电影,文艺,呼吸,2007,剧情	http://www.imdb.com/title/tt0901475
烈火情人	剧情/爱情/情色	7.3	14200	19947	23384	烈火情人 Damage	1992	英国 / 法国	英语 / 法语 / 德语 / 意大利语	111	14.1%,42.1%,38.3%,4.5%,1.0%	情色,法国,爱情,JulietteBinoche,法国电影,JeremyIrons,英国,路易·马勒	情色,法国,爱情,JulietteBinoche,法国电影,JeremyIrons,英国,路易·马勒	http://www.imdb.com/title/tt0104237
香港有个荷里活	剧情	7.3	14192	20089	12877	香港有个荷里活 香港有個荷里活	2001	香港 / 法国 / 英国 / 日本	粤语 / 普通话	102	12.5%,45.9%,36.6%,4.2%,0.8%	陈果,周迅,香港,香港电影,文艺,香港有个荷里活,2001,剧情	陈果,周迅,香港,香港电影,文艺,香港有个荷里活,2001,剧情	http://www.imdb.com/title/tt0290654
斯坦福监狱实验	剧情/惊悚	7.3	13687	16048	12923	斯坦福监狱实验 The Stanford Prison Experiment	2015	美国	英语	122	14.1%,44.1%,35.5%,5.0%,1.3%	心理,人性,美国,斯坦福监狱实验,犯罪,剧情,2015,纪录片	心理,人性,美国,斯坦福监狱实验,犯罪,剧情,2015,纪录片	http://www.imdb.com/title/tt0420293
遭遇陌生人	剧情/喜剧/爱情	7.3	13435	17227	13530	遭遇陌生人 You Will Meet A Tall Dark Stranger	2010	美国 / 西班牙	英语 / 西班牙语	98	11.9%,46.9%,37.9%,2.8%,0.4%	伍迪·艾伦,美国,2010,剧情,爱情,喜剧,文艺,人生	伍迪·艾伦,美国,2010,剧情,爱情,喜剧,文艺,人生	http://www.imdb.com/title/tt1182350
另一个女人	剧情/家庭	7.3	11766	15306	16582	另一个女人 Love and Other Impossible Pursuits	2009	美国	英语	102	10.9%,46.3%,39.8%,2.7%,0.3%	美国,家庭,爱情,女性,剧情,2009,文艺,温情	美国,家庭,爱情,女性,剧情,2009,文艺,温情	http://www.imdb.com/title/tt1032825
灵幻夹克	剧情/科幻/悬疑/惊悚	7.3	11737	14865	8809	灵幻夹克 The Jacket	2005	美国 / 德国	英语	103	14.4%,43.0%,37.4%,4.5%,0.6%	悬疑,科幻,美国,惊悚,穿越时空,AdrienBrody,剧情,美国电影	悬疑,科幻,美国,惊悚,穿越时空,AdrienBrody,剧情,美国电影	http://www.imdb.com/title/tt0366627
永恒	剧情	7.3	11620	14937	4367	永恒 ชั่วฟ้าดินสลาย	2010	泰国	泰语	130	15.6%,40.4%,37.5%,5.5%,1.0%	泰国,人性,爱情,伦理,剧情,泰國電影,情色,心理	泰国,人性,爱情,伦理,剧情,泰國電影,情色,心理	http://www.imdb.com/title/tt1740482
哥	剧情	7.3	11393	12492	3726	哥 형	2016	韩国	韩语	110	17.7%,38.8%,37.5%,5.1%,0.9%	韩国,亲情,感动,温情,兄弟,2016,喜剧,剧情	韩国,亲情,感动,温情,兄弟,2016,喜剧,剧情	http://www.imdb.com/title/tt6388082
不后悔	剧情/爱情/同性	7.3	11211	14275	4955	不后悔 후회하지 않아	2006	韩国	韩语	113	16.9%,38.9%,37.7%,5.4%,1.1%	韩国,同志,韩国电影,爱情,不后悔,同性,Gay,同志电影	韩国,同志,韩国电影,爱情,不后悔,同性,Gay,同志电影	http://www.imdb.com/title/tt0996948
杀人者的记忆法	剧情/悬疑/惊悚/犯罪	7.3	10752	11900	8916	杀人者的记忆法 살인자의 기억법	2017	韩国	韩语	118	13.0%,44.3%,38.5%,3.6%,0.6%	韩国,悬疑,犯罪,惊悚,2017,剧情,人性,推理	韩国,悬疑,犯罪,惊悚,2017,剧情,人性,推理	http://www.imdb.com/title/tt5729348
索尔之子	剧情/战争	7.3	10703	12457	16607	索尔之子 Saul fia	2015	匈牙利	匈牙利语 / 意第绪语 / 德语 / 波兰语 / 希腊语 / 法语	107	14.9%,44.8%,33.7%,5.1%,1.6%	匈牙利,战争,人性,2015,历史,剧情,二战,戛纳	匈牙利,战争,人性,2015,历史,剧情,二战,戛纳	http://www.imdb.com/title/tt3808342
午夜守门人	剧情/爱情/情色/犯罪	7.3	10650	14438	17291	午夜守门人 Il portiere di notte	1974	意大利	英语	118	14.9%,41.2%,38.1%,4.9%,0.9%	意大利,情色,二战,人性,意大利电影,战争,LilianaCavani,电影	意大利,情色,二战,人性,意大利电影,战争,LilianaCavani,电影	http://www.imdb.com/title/tt0071910
美国甜心	types	score	votes	watched	plan_to_watch	full_name	year	nations	languages	runtime	fivestars	tags	tags	imdb
臭屁王	剧情/喜剧/动作	7.3	10132	14663	841	臭屁王 蠟筆小小生	1995	香港 / 台湾	粤语	88	15.1%,39.1%,42.0%,3.3%,0.5%	喜剧,香港,香港电影,郝劭文,吴孟达,金城武,朱茵,朱延平	喜剧,香港,香港电影,郝劭文,吴孟达,金城武,朱茵,朱延平	http://www.imdb.com/title/tt0113588
西蒙妮	剧情/喜剧/科幻/奇幻	7.3	9976	13177	5065	西蒙妮 S1m0ne	2002	美国	英语	117	12.2%,43.1%,40.3%,4.0%,0.4%	科幻,美国,阿尔·帕西诺,AlPacino,美国电影,剧情,喜剧,2002	科幻,美国,阿尔·帕西诺,AlPacino,美国电影,剧情,喜剧,2002	http://www.imdb.com/title/tt0258153
特务风云	剧情/惊悚	7.3	9747	12726	6746	特务风云 The Good Shepherd	2006	美国	英语 / 西班牙语 / 俄语 / 德语 / 林加拉语	167	14.7%,41.0%,38.6%,5.0%,0.8%	间谍,美国,MattDamon,政治,剧情,RobertDeNiro,美国电影,2006	间谍,美国,MattDamon,政治,剧情,RobertDeNiro,美国电影,2006	http://www.imdb.com/title/tt0343737
绷带	剧情/爱情/音乐	7.3	9366	11768	6857	绷带 BANDAGE バンデイジ	2010	日本	日语	119	20.1%,36.1%,35.2%,7.2%,1.5%	赤西仁,岩井俊二,日本电影,日本,小林武史,Bandage,青春,日影	赤西仁,岩井俊二,日本电影,日本,小林武史,Bandage,青春,日影	http://www.imdb.com/title/tt0482459
大创业家	剧情/传记/历史	7.3	9195	10458	5933	大创业家 The Founder	2016	美国	英语	115	12.7%,45.4%,38.8%,2.6%,0.4%	传记,美国,商业,麦当劳发家史,麦当劳,剧情,2016,历史	传记,美国,商业,麦当劳发家史,麦当劳,剧情,2016,历史	http://www.imdb.com/title/tt4276820
冒牌老爸	剧情/喜剧/家庭	7.3	8711	11272	4034	冒牌老爸 Big Daddy	1999	美国	英语 / 意大利语	93	13.3%,44.9%,37.8%,3.5%,0.5%	喜剧,美国,亲情,AdamSandler,亚当·桑德勒,美国电影,家庭,1999	喜剧,美国,亲情,AdamSandler,亚当·桑德勒,美国电影,家庭,1999	http://www.imdb.com/title/tt0142342
幸福	剧情/爱情	7.3	8573	12272	6558	幸福 행복	2007	韩国	韩语	124	14.8%,41.3%,39.3%,4.2%,0.5%	林秀晶,韩国电影,韩国,爱情,幸福,许秦豪,黄政民,2007	林秀晶,韩国电影,韩国,爱情,幸福,许秦豪,黄政民,2007	http://www.imdb.com/title/tt1048159
水中仙	剧情/爱情	7.3	8490	10819	5872	水中仙 Ondine	2009	爱尔兰 / 美国	英语 / 罗马尼亚语	111	12.5%,44.4%,38.9%,3.7%,0.5%	爱尔兰,爱情,爱尔兰电影,奇幻,ColinFarrell,剧情,2009,NeilJordan	爱尔兰,爱情,爱尔兰电影,奇幻,ColinFarrell,剧情,2009,NeilJordan	http://www.imdb.com/title/tt1235796
何者	剧情	7.3	8313	9357	6187	何者	2016	日本	日语	97	13.8%,43.1%,37.2%,5.1%,0.8%	日本,职场,2016,人性,成长,社会,剧情,青春	日本,职场,2016,人性,成长,社会,剧情,青春	http://www.imdb.com/title/tt5264056
一路顺风	剧情/喜剧/犯罪/冒险	7.3	8165	9062	5326	一路顺风 一路順風	2016	台湾	汉语普通话 / 闽南语 / 粤语 / 泰语	111	15.4%,43.1%,34.5%,5.3%,1.7%	台湾,黑色幽默,公路,犯罪,剧情,2016,人生,独立电影	台湾,黑色幽默,公路,犯罪,剧情,2016,人生,独立电影	http://www.imdb.com/title/tt5952306
